customerID,Churn,customer.gender,customer.SeniorCitizen,customer.Partner,customer.Dependents,Tempo_Cliente,phone.PhoneService,phone.MultipleLines,internet.InternetService,internet.OnlineSecurity,internet.OnlineBackup,internet.DeviceProtection,internet.TechSupport,internet.StreamingTV,internet.StreamingMovies,account.Contract,account.PaperlessBilling,account.PaymentMethod,Mensalidade,Total_Pago,Contas_Diarias,Churn_binario,Total_Servicos
7721-DVEKZ,no,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,No,Mailed check,19.65,19.65,0.6549999999999999,0,1.0
7721-JXEAW,yes,Male,0,Yes,No,59,No,No phone service,DSL,No,Yes,No,No,No,Yes,Mensal,Yes,Bank transfer (automatic),41.05,2452.7,1.3683333333333332,1,2.0
7722-CVFXN,no,Male,0,Yes,Yes,54,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,1 ano,Yes,Electronic check,105.2,5637.85,3.506666666666667,0,6.0
7722-VJRQD,no,Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,2 anos,No,Bank transfer (automatic),60.95,4549.05,2.0316666666666667,0,5.0
7727-SHVZV,no,Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,No,Bank transfer (automatic),19.5,150.35,0.65,0,1.0
7729-JTEEC,no,Male,0,Yes,Yes,2,Yes,No,DSL,No,No,No,No,No,No,Mensal,Yes,Electronic check,44.5,90.05,1.4833333333333334,0,1.0
7729-XBTWX,no,Male,0,Yes,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,Yes,Mailed check,19.75,1344.5,0.6583333333333333,0,1.0
7730-CLDSV,no,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,2 anos,Yes,Bank transfer (automatic),98.65,7129.45,3.2883333333333336,0,6.0
7730-IUTDZ,yes,Male,0,No,No,43,Yes,No,Fiber optic,Yes,No,No,No,No,No,Mensal,Yes,Electronic check,75.2,3198.6,2.506666666666667,1,2.0
7733-UDMTP,no,Female,1,No,No,57,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Mensal,Yes,Electronic check,55.0,3094.05,1.8333333333333333,0,4.0
7734-DBOAI,yes,Female,0,Yes,Yes,1,No,No phone service,DSL,No,No,No,Yes,Yes,No,Mensal,No,Electronic check,40.1,40.1,1.3366666666666667,1,2.0
7739-LAXOG,yes,Female,0,Yes,Yes,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Mensal,Yes,Bank transfer (automatic),91.05,2954.5,3.0349999999999997,1,4.0
7740-BTPUX,no,Male,1,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,2 anos,Yes,Electronic check,113.6,6292.7,3.7866666666666666,0,7.0
7740-KKCXF,no,Male,0,Yes,No,51,No,No phone service,DSL,No,Yes,No,No,No,No,Mensal,Yes,Credit card (automatic),30.05,1529.45,1.0016666666666667,0,1.0
7742-MYPGI,no,Female,0,Yes,Yes,6,Yes,No,DSL,No,No,No,Yes,No,No,Mensal,Yes,Mailed check,48.8,297.35,1.6266666666666665,0,2.0
7743-EXURX,yes,Male,0,Yes,Yes,8,Yes,No,DSL,No,No,Yes,No,No,No,Mensal,Yes,Electronic check,51.05,415.05,1.7016666666666667,1,2.0
7746-AWNQW,no,Female,0,No,No,28,No,No phone service,DSL,No,No,Yes,Yes,No,No,Mensal,Yes,Mailed check,35.75,961.4,1.1916666666666667,0,2.0
7746-QYVCO,no,Male,0,Yes,Yes,16,Yes,No,DSL,Yes,Yes,No,No,No,No,1 ano,Yes,Mailed check,55.85,857.8,1.8616666666666668,0,3.0
7748-UMTRK,no,Female,1,No,Yes,30,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Mensal,Yes,Electronic check,101.3,2974.5,3.3766666666666665,0,5.0
7750-EYXWZ,no,Female,0,No,No,12,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,1 ano,No,Electronic check,60.65,743.3,2.0216666666666665,0,5.0
7752-XUSCI,yes,Female,0,No,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Mensal,Yes,Electronic check,105.9,6396.45,3.5300000000000002,1,6.0
7753-USQYQ,no,Male,0,No,No,55,Yes,No,DSL,No,Yes,No,Yes,No,Yes,1 ano,Yes,Electronic check,64.2,3627.3,2.14,0,4.0
7754-IXRMC,no,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Mensal,No,Mailed check,45.35,45.35,1.5116666666666667,0,1.0
7758-UJWYS,no,Male,0,Yes,Yes,34,No,No phone service,DSL,No,No,No,Yes,Yes,No,2 anos,Yes,Electronic check,40.55,1325.85,1.3516666666666666,0,2.0
7758-XKCBS,yes,Male,0,No,No,15,No,No phone service,DSL,No,No,No,Yes,No,No,Mensal,Yes,Electronic check,29.7,438.25,0.99,1,1.0
7760-OYPDY,yes,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Mensal,Yes,Electronic check,80.65,144.15,2.6883333333333335,1,2.0
7762-ONLJY,no,Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 ano,No,Mailed check,19.7,94.45,0.6566666666666666,0,1.0
7762-URZQH,yes,Male,0,Yes,No,66,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,2 anos,Yes,Credit card (automatic),106.05,6981.35,3.5349999999999997,1,6.0
7764-BDPEE,no,Male,0,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,No,Mailed check,20.85,60.65,0.6950000000000001,0,1.0
7765-LWVVH,no,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,2 anos,Yes,Electronic check,95.1,6843.15,3.17,0,5.0
7766-CLTIC,no,Female,0,No,No,10,Yes,No,DSL,No,No,No,Yes,No,Yes,Mensal,Yes,Mailed check,60.95,629.55,2.0316666666666667,0,3.0
7767-UXAGJ,yes,Male,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Mensal,Yes,Electronic check,50.45,50.45,1.6816666666666669,1,2.0
7771-CFQRQ,no,Female,0,Yes,Yes,47,Yes,No,DSL,No,Yes,No,Yes,No,Yes,2 anos,No,Bank transfer (automatic),63.8,3007.25,2.1266666666666665,0,4.0
7771-ZONAT,no,Male,0,No,No,22,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,2 anos,No,Bank transfer (automatic),56.75,1304.85,1.8916666666666666,0,4.0
7774-OJSXI,yes,Male,0,No,No,31,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,1 ano,Yes,Electronic check,103.45,3066.45,3.4483333333333333,1,6.0
7776-QGYJC,no,Female,0,Yes,Yes,39,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Mensal,Yes,Bank transfer (automatic),81.5,3107.3,2.716666666666667,0,3.0
7776-QWNFX,yes,Male,1,Yes,No,30,Yes,No,DSL,No,Yes,No,No,No,No,Mensal,Yes,Bank transfer (automatic),50.4,1527.5,1.68,1,2.0
7777-UNYHB,no,Female,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,Yes,Credit card (automatic),20.1,232.4,0.67,0,1.0
7779-LGOVN,yes,Male,1,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Mensal,Yes,Electronic check,86.65,856.65,2.8883333333333336,1,3.0
7779-ORAEL,no,Male,1,Yes,No,45,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,2 anos,No,Credit card (automatic),75.15,3480.35,2.5050000000000003,0,6.0
7780-OTDSO,yes,Male,0,Yes,No,18,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Mensal,Yes,Electronic check,99.4,1742.95,3.3133333333333335,1,5.0
7781-EWARA,no,Male,0,Yes,Yes,70,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,1 ano,No,Electronic check,60.35,4138.7,2.0116666666666667,0,5.0
7781-HVGMK,no,Female,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,Yes,Credit card (automatic),65.2,4784.45,2.1733333333333333,0,6.0
7783-YKGDV,yes,Female,0,No,No,12,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Mensal,Yes,Bank transfer (automatic),99.7,1238.45,3.3233333333333333,1,6.0
7785-RDVIG,no,Female,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,No,Mailed check,19.3,54.7,0.6433333333333333,0,1.0
7786-WBJYI,yes,Female,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Mensal,No,Bank transfer (automatic),77.95,305.55,2.5983333333333336,1,3.0
7787-BNTZM,no,Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,No,Bank transfer (automatic),20.15,130.5,0.6716666666666666,0,1.0
7789-CRUVC,no,Female,1,Yes,No,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Mensal,Yes,Credit card (automatic),94.2,5895.45,3.14,0,6.0
7789-HKSBS,no,Female,1,Yes,No,42,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,1 ano,Yes,Bank transfer (automatic),105.2,4599.15,3.506666666666667,0,6.0
7794-JASDG,no,Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Mensal,Yes,Mailed check,50.75,50.75,1.6916666666666667,0,2.0
7795-CFOCW,no,Male,0,No,No,45,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,1 ano,No,Bank transfer (automatic),42.3,1840.75,1.41,0,3.0
7797-EJMDP,no,Female,0,No,No,8,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Mensal,No,Bank transfer (automatic),66.05,574.5,2.2016666666666667,0,4.0
7798-JVXYM,no,Female,0,No,No,14,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Mensal,Yes,Electronic check,69.65,921.4,2.3216666666666668,0,4.0
7799-DSEWS,no,Male,0,No,No,18,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Mensal,Yes,Electronic check,68.35,1299.8,2.2783333333333333,0,5.0
7799-LGRDP,no,Female,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,Yes,Credit card (automatic),25.7,1188.2,0.8566666666666667,0,2.0
7801-CEDNV,no,Male,0,Yes,No,27,Yes,No,DSL,Yes,No,No,No,No,No,1 ano,No,Credit card (automatic),48.7,1421.75,1.6233333333333335,0,2.0
7801-KICAO,no,Female,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Mensal,Yes,Electronic check,74.15,1345.75,2.4716666666666667,0,2.0
7802-EFKNY,yes,Male,0,Yes,No,5,No,No phone service,DSL,No,No,No,No,No,No,Mensal,Yes,Electronic check,24.95,100.4,0.8316666666666667,1,0.0
7803-XOCCZ,no,Female,0,Yes,Yes,52,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Mensal,Yes,Bank transfer (automatic),84.05,4326.8,2.8016666666666667,0,4.0
7808-DVWEP,no,Male,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,No,Bank transfer (automatic),20.0,49.65,0.6666666666666666,0,1.0
7811-JIVPF,no,Female,0,No,No,23,Yes,No,DSL,No,No,Yes,No,No,No,Mensal,No,Credit card (automatic),49.7,1081.25,1.6566666666666667,0,2.0
7812-FZHPE,yes,Female,0,Yes,Yes,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,No,Mailed check,24.1,409.9,0.8033333333333333,1,2.0
7813-TKCVO,no,Female,0,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 ano,No,Mailed check,20.35,393.15,0.6783333333333333,0,1.0
7813-ZGGAW,no,Male,1,No,No,31,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Mensal,Yes,Bank transfer (automatic),96.6,2877.95,3.2199999999999998,0,5.0
7814-LEEVE,no,Female,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,Yes,Bank transfer (automatic),20.3,20.3,0.6766666666666666,0,1.0
7815-PDTHL,no,Male,0,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,Yes,Mailed check,20.2,684.4,0.6733333333333333,0,1.0
7816-VGHTO,no,Female,0,Yes,Yes,6,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,2 anos,No,Mailed check,40.55,217.5,1.3516666666666666,0,3.0
7817-BOQPW,yes,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Mensal,Yes,Electronic check,75.55,166.3,2.518333333333333,1,2.0
7817-OMJNA,no,Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 ano,No,Bank transfer (automatic),20.4,275.7,0.6799999999999999,0,1.0
7820-ZYGNY,no,Male,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,1 ano,No,Credit card (automatic),90.45,5825.5,3.015,0,4.0
7821-DPRQE,no,Male,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Mensal,Yes,Electronic check,107.7,7320.9,3.5900000000000003,0,7.0
7823-JSOAG,no,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Mensal,No,Electronic check,74.5,217.45,2.4833333333333334,0,2.0
7824-PANSQ,no,Male,0,No,No,58,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Mensal,No,Bank transfer (automatic),80.65,4807.35,2.6883333333333335,0,3.0
7825-ECJRF,yes,Female,0,No,No,19,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Mensal,Yes,Electronic check,106.6,1934.45,3.5533333333333332,1,6.0
7825-GKXMW,yes,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Mensal,No,Electronic check,45.8,45.8,1.5266666666666666,1,1.0
7826-VVKWT,no,Female,1,Yes,Yes,24,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,2 anos,Yes,Electronic check,96.55,2263.45,3.2183333333333333,0,4.0
7831-QGOXH,yes,Female,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Mensal,Yes,Electronic check,85.2,1553.9,2.8400000000000003,1,3.0
7833-PKIHD,no,Male,0,Yes,Yes,51,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,1 ano,Yes,Bank transfer (automatic),76.4,3966.3,2.546666666666667,0,5.0
7838-LAZFO,no,Male,0,Yes,No,45,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,1 ano,No,Bank transfer (automatic),78.8,3597.5,2.6266666666666665,0,6.0
7839-NUIAA,no,Female,0,Yes,Yes,61,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Mensal,No,Electronic check,59.8,3641.5,1.9933333333333332,0,4.0
7839-QRKXN,yes,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,Yes,Mailed check,20.2,20.2,0.6733333333333333,1,1.0
7841-FCRQD,no,Female,0,Yes,No,33,Yes,No,DSL,No,Yes,No,Yes,No,No,1 ano,Yes,Credit card (automatic),53.75,1857.3,1.7916666666666667,0,3.0
7841-TZDMQ,yes,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Mensal,Yes,Credit card (automatic),46.0,84.5,1.5333333333333334,1,1.0
7845-URHJN,yes,Female,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,No,Bank transfer (automatic),20.15,156.25,0.6716666666666666,1,1.0
7850-THJMU,no,Female,0,Yes,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,No,Credit card (automatic),19.65,494.9,0.6549999999999999,0,1.0
7850-VWJUU,no,Female,0,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Mensal,Yes,Bank transfer (automatic),75.0,1778.5,2.5,0,2.0
7851-FLGGQ,yes,Male,0,No,No,1,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Mensal,Yes,Mailed check,44.65,44.65,1.4883333333333333,1,3.0
7851-WZEKY,yes,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Mensal,Yes,Electronic check,95.15,196.9,3.171666666666667,1,4.0
7852-LECYP,no,Male,1,Yes,No,13,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Mensal,No,Credit card (automatic),93.8,1261.0,3.1266666666666665,0,5.0
7853-GVUDZ,yes,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,Yes,Credit card (automatic),20.15,20.15,0.6716666666666666,1,1.0
7853-OETYL,no,Female,0,Yes,No,4,No,No phone service,DSL,Yes,No,No,No,No,No,Mensal,Yes,Electronic check,29.05,129.6,0.9683333333333334,0,1.0
7853-WNZSY,no,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,Yes,Credit card (automatic),19.75,19.75,0.6583333333333333,0,1.0
7854-EDSSA,yes,Male,0,No,No,22,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Mensal,No,Electronic check,59.0,1254.7,1.9666666666666666,1,4.0
7854-EKTJL,yes,Female,0,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,Yes,Electronic check,19.6,35.85,0.6533333333333334,1,1.0
7854-FOKSF,yes,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Mensal,No,Electronic check,35.9,35.9,1.1966666666666665,1,1.0
7855-DIWPO,no,Female,0,No,No,21,Yes,No,Fiber optic,No,No,No,No,No,No,Mensal,Yes,Electronic check,68.65,1493.2,2.2883333333333336,0,1.0
7856-GANIL,no,Male,1,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,1 ano,Yes,Bank transfer (automatic),98.7,4525.8,3.29,0,6.0
7858-GTZSP,no,Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Mensal,Yes,Electronic check,86.55,1066.9,2.885,0,3.0
7860-KSUGX,no,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,2 anos,No,Credit card (automatic),64.45,4720.0,2.1483333333333334,0,5.0
7860-UXCRM,no,Male,0,Yes,Yes,63,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,2 anos,No,Credit card (automatic),74.5,4674.55,2.4833333333333334,0,6.0
7861-UVUFT,yes,Female,0,Yes,No,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Mensal,Yes,Electronic check,84.3,1308.4,2.81,1,3.0
7868-BGSZA,no,Male,0,Yes,No,43,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,1 ano,Yes,Electronic check,80.2,3581.6,2.6733333333333333,0,6.0
7868-TMWMZ,no,Female,1,Yes,No,60,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,Yes,Bank transfer (automatic),110.0,6668.35,3.6666666666666665,0,7.0
7869-ZYDST,no,Male,0,Yes,No,31,Yes,Yes,DSL,No,No,No,No,Yes,No,Mensal,Yes,Credit card (automatic),59.05,1882.8,1.9683333333333333,0,3.0
7872-BAAZR,no,Female,0,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 ano,No,Bank transfer (automatic),19.55,1007.9,0.6516666666666667,0,1.0
7872-RDDLZ,no,Female,1,No,No,67,Yes,Yes,DSL,No,Yes,No,No,No,No,Mensal,No,Electronic check,54.9,3725.5,1.8299999999999998,0,3.0
7873-CVMAW,no,Male,0,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,No,Credit card (automatic),88.55,6362.35,2.9516666666666667,0,8.0
7874-ECPQJ,no,Female,0,No,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,Yes,Bank transfer (automatic),20.05,85.5,0.6683333333333333,0,1.0
7876-AEHIG,no,Female,0,No,Yes,51,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,1 ano,No,Bank transfer (automatic),60.15,3077.0,2.005,0,5.0
7876-BEUTG,no,Female,0,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Mensal,Yes,Mailed check,48.8,720.1,1.6266666666666665,0,2.0
7876-DNYAP,no,Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,No,Credit card (automatic),19.8,1436.95,0.66,0,1.0
7878-JGDKK,no,Male,0,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Mensal,No,Mailed check,44.55,220.75,1.4849999999999999,0,1.0
7878-RTCZG,no,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,No,Mailed check,19.9,19.9,0.6633333333333333,0,1.0
7879-CGSFV,no,Male,0,No,No,55,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,1 ano,Yes,Mailed check,100.9,5552.05,3.3633333333333337,0,5.0
7880-XSOJX,no,Male,0,No,No,4,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Mensal,No,Mailed check,42.4,146.4,1.4133333333333333,0,3.0
7881-EVUAD,yes,Female,0,No,No,2,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Mensal,Yes,Electronic check,42.6,72.4,1.4200000000000002,1,3.0
7881-INRLC,yes,Male,0,No,No,45,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Mensal,Yes,Credit card (automatic),100.85,4740.0,3.3616666666666664,1,5.0
7883-ROJOC,no,Female,0,Yes,No,19,Yes,No,DSL,No,No,No,No,No,No,Mensal,No,Mailed check,44.9,839.65,1.4966666666666666,0,1.0
7890-VYYWG,yes,Male,1,Yes,No,3,No,No phone service,DSL,No,No,No,No,Yes,No,Mensal,Yes,Mailed check,36.45,93.7,1.215,1,1.0
7892-POOKP,yes,Female,0,Yes,No,28,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Mensal,Yes,Electronic check,104.8,3046.05,3.493333333333333,1,6.0
7892-QVYKW,no,Female,0,Yes,Yes,23,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Mensal,No,Electronic check,85.6,1868.4,2.853333333333333,0,3.0
7893-IXHRQ,yes,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,No,Electronic check,20.55,20.55,0.685,1,1.0
7895-VONWT,no,Female,0,No,No,25,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Mensal,Yes,Electronic check,48.25,1293.8,1.6083333333333334,0,3.0
7898-PDWQE,no,Male,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,2 anos,No,Credit card (automatic),80.4,5727.15,2.68,0,7.0
7901-HXJVA,no,Male,0,No,No,14,Yes,No,Fiber optic,No,No,Yes,No,No,No,Mensal,No,Electronic check,76.45,1117.55,2.5483333333333333,0,2.0
7901-IIDQV,no,Male,0,No,No,24,Yes,Yes,DSL,No,No,No,Yes,No,No,1 ano,No,Bank transfer (automatic),54.6,1242.25,1.82,0,3.0
7901-TBKJX,no,Male,1,No,No,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Mensal,Yes,Electronic check,101.05,5594.0,3.368333333333333,0,5.0
7903-CMPEY,yes,Male,1,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Mensal,Yes,Electronic check,80.3,80.3,2.6766666666666667,1,3.0
7905-NJMXS,no,Male,1,Yes,No,7,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Mensal,No,Electronic check,64.2,475.0,2.14,0,5.0
7905-TVXTA,no,Female,0,No,No,5,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Mensal,Yes,Electronic check,64.35,352.65,2.145,0,4.0
7908-QCBCA,yes,Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Mensal,Yes,Mailed check,69.4,69.4,2.3133333333333335,1,1.0
7909-FIOIY,no,Female,0,Yes,Yes,19,No,No phone service,DSL,No,No,No,No,No,No,Mensal,Yes,Mailed check,24.85,434.8,0.8283333333333334,0,0.0
7912-SYRQT,yes,Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Mensal,Yes,Bank transfer (automatic),75.1,552.95,2.503333333333333,1,2.0
7916-VCCPB,no,Female,0,Yes,Yes,16,Yes,No,Fiber optic,No,Yes,No,No,No,No,Mensal,No,Bank transfer (automatic),73.25,1195.75,2.441666666666667,0,2.0
7919-ZODZZ,no,Female,0,Yes,Yes,10,Yes,No,DSL,No,Yes,Yes,No,No,Yes,1 ano,Yes,Mailed check,65.9,660.05,2.1966666666666668,0,4.0
7921-BEPCI,no,Female,0,No,No,72,Yes,Yes,DSL,Yes,Yes,No,No,No,No,2 anos,No,Bank transfer (automatic),59.75,4265.0,1.9916666666666667,0,4.0
7921-LMDFQ,no,Male,1,No,No,51,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,1 ano,Yes,Bank transfer (automatic),94.0,4905.75,3.1333333333333333,0,4.0
7923-IYJWY,no,Male,1,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,Yes,Credit card (automatic),116.1,7839.85,3.8699999999999997,0,8.0
7924-GJZFI,no,Female,1,Yes,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,Mensal,Yes,Electronic check,69.3,1813.1,2.31,0,1.0
7925-PNRGI,no,Female,0,Yes,Yes,45,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Mensal,No,Mailed check,81.3,3541.1,2.71,0,7.0
7926-IJOOU,no,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,No,Credit card (automatic),19.3,19.3,0.6433333333333333,0,1.0
7927-AUXBZ,yes,Female,0,No,No,30,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Mensal,No,Electronic check,85.15,2555.9,2.8383333333333334,1,3.0
7928-VJYAB,no,Male,0,Yes,Yes,11,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Mensal,No,Electronic check,90.6,1020.2,3.02,0,3.0
7929-DMBCV,no,Female,0,Yes,No,20,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Mensal,Yes,Mailed check,81.0,1683.7,2.7,0,3.0
7929-SKFGK,no,Male,0,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,No,Credit card (automatic),114.3,8244.3,3.81,0,8.0
7931-PXHFC,yes,Male,0,No,No,38,Yes,No,DSL,No,No,Yes,Yes,No,Yes,1 ano,Yes,Mailed check,62.3,2354.8,2.0766666666666667,1,4.0
7932-WPTDS,yes,Female,1,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Mensal,Yes,Electronic check,24.8,24.8,0.8266666666666667,1,0.0
